id,constituency_id,event_id,created_at,updated_at
90,5,1,2014-05-06 09:54:16 UTC,2014-05-06 09:54:16 UTC
91,5,1,2014-05-06 09:56:25 UTC,2014-05-06 09:56:25 UTC
92,5,1,2014-05-06 09:56:38 UTC,2014-05-06 09:56:38 UTC
93,1,1,2014-05-06 09:57:04 UTC,2014-05-06 09:57:04 UTC
94,1,1,2014-05-06 09:57:07 UTC,2014-05-06 09:57:07 UTC
95,7,1,2014-05-06 09:57:58 UTC,2014-05-06 09:57:58 UTC
96,7,1,2014-05-06 09:58:14 UTC,2014-05-06 09:58:14 UTC
97,1,1,2014-05-06 09:58:45 UTC,2014-05-06 09:58:45 UTC
98,2,1,2014-05-06 10:00:50 UTC,2014-05-06 10:00:50 UTC
99,2,1,2014-05-06 10:08:46 UTC,2014-05-06 10:08:46 UTC
100,1,1,2014-05-06 10:10:09 UTC,2014-05-06 10:10:09 UTC
101,4,1,2014-05-06 10:11:01 UTC,2014-05-06 10:11:01 UTC
102,5,1,2014-05-06 10:11:51 UTC,2014-05-06 10:11:51 UTC
103,1,1,2014-05-06 10:15:53 UTC,2014-05-06 10:15:53 UTC
104,2,1,2014-05-06 10:16:25 UTC,2014-05-06 10:16:25 UTC
105,1,1,2014-05-06 10:16:27 UTC,2014-05-06 10:16:27 UTC
106,5,1,2014-05-06 10:18:49 UTC,2014-05-06 10:18:49 UTC
107,5,1,2014-05-06 10:21:53 UTC,2014-05-06 10:21:53 UTC
108,1,1,2014-05-06 10:24:50 UTC,2014-05-06 10:24:50 UTC
109,6,1,2014-05-06 10:25:00 UTC,2014-05-06 10:25:00 UTC
110,1,1,2014-05-06 10:35:37 UTC,2014-05-06 10:35:37 UTC
111,5,1,2014-05-06 10:36:02 UTC,2014-05-06 10:36:02 UTC
112,7,1,2014-05-06 10:37:12 UTC,2014-05-06 10:37:12 UTC
113,5,1,2014-05-06 10:39:02 UTC,2014-05-06 10:39:02 UTC
114,5,1,2014-05-06 10:42:01 UTC,2014-05-06 10:42:01 UTC
115,3,1,2014-05-06 10:42:53 UTC,2014-05-06 10:42:53 UTC
116,1,1,2014-05-06 10:43:58 UTC,2014-05-06 10:43:58 UTC
117,1,1,2014-05-06 10:44:02 UTC,2014-05-06 10:44:02 UTC
118,5,1,2014-05-06 10:45:37 UTC,2014-05-06 10:45:37 UTC
121,5,1,2014-05-06 10:52:12 UTC,2014-05-06 10:52:12 UTC
122,6,1,2014-05-06 11:03:41 UTC,2014-05-06 11:03:41 UTC
123,6,1,2014-05-06 11:10:13 UTC,2014-05-06 11:10:13 UTC
124,3,1,2014-05-06 11:11:52 UTC,2014-05-06 11:11:52 UTC
125,5,1,2014-05-06 11:23:09 UTC,2014-05-06 11:23:09 UTC
126,5,1,2014-05-06 11:23:17 UTC,2014-05-06 11:23:17 UTC
127,1,1,2014-05-06 11:28:50 UTC,2014-05-06 11:28:50 UTC
128,7,1,2014-05-06 11:35:08 UTC,2014-05-06 11:36:17 UTC
129,1,1,2014-05-06 11:36:32 UTC,2014-05-06 11:36:32 UTC
130,7,1,2014-05-06 11:39:01 UTC,2014-05-06 11:39:01 UTC
131,6,1,2014-05-06 11:43:30 UTC,2014-05-06 11:43:30 UTC
132,1,1,2014-05-06 11:43:52 UTC,2014-05-06 11:43:52 UTC
133,6,1,2014-05-06 11:47:39 UTC,2014-05-06 11:47:39 UTC
134,5,1,2014-05-06 11:52:01 UTC,2014-05-06 11:52:01 UTC
135,2,1,2014-05-06 11:52:40 UTC,2014-05-06 11:52:40 UTC
136,5,1,2014-05-06 11:58:25 UTC,2014-05-06 11:58:25 UTC
137,2,1,2014-05-06 12:01:45 UTC,2014-05-06 12:01:45 UTC
138,7,1,2014-05-06 12:06:19 UTC,2014-05-06 12:06:19 UTC
139,5,1,2014-05-06 12:09:08 UTC,2014-05-06 12:09:50 UTC
140,2,1,2014-05-06 12:13:11 UTC,2014-05-06 12:13:11 UTC
141,7,1,2014-05-06 12:15:22 UTC,2014-05-06 12:15:22 UTC
142,5,1,2014-05-06 12:16:34 UTC,2014-05-06 12:16:34 UTC
143,5,1,2014-05-06 12:18:14 UTC,2014-05-06 12:18:14 UTC
144,2,1,2014-05-06 12:18:41 UTC,2014-05-06 12:18:41 UTC
145,5,1,2014-05-06 12:22:21 UTC,2014-05-06 12:22:21 UTC
146,7,1,2014-05-06 12:22:47 UTC,2014-05-06 12:22:47 UTC
147,7,1,2014-05-06 12:29:25 UTC,2014-05-06 12:29:25 UTC
149,7,1,2014-05-06 12:33:29 UTC,2014-05-06 12:33:29 UTC
148,2,1,2014-05-06 12:33:14 UTC,2014-05-06 12:33:48 UTC
150,7,1,2014-05-06 12:36:34 UTC,2014-05-06 12:36:34 UTC
151,7,1,2014-05-06 12:36:53 UTC,2014-05-06 12:36:53 UTC
152,5,1,2014-05-06 12:41:47 UTC,2014-05-06 12:41:47 UTC
153,5,1,2014-05-06 12:41:52 UTC,2014-05-06 12:41:52 UTC
154,1,1,2014-05-06 12:44:42 UTC,2014-05-06 12:44:42 UTC
155,3,1,2014-05-06 12:52:47 UTC,2014-05-06 12:52:47 UTC
156,5,1,2014-05-06 13:00:11 UTC,2014-05-06 13:00:11 UTC
157,5,1,2014-05-06 13:02:11 UTC,2014-05-06 13:02:11 UTC
158,1,1,2014-05-06 13:04:16 UTC,2014-05-06 13:04:16 UTC
159,1,1,2014-05-06 13:04:40 UTC,2014-05-06 13:04:40 UTC
160,5,1,2014-05-06 13:05:06 UTC,2014-05-06 13:05:06 UTC
161,5,1,2014-05-06 13:07:03 UTC,2014-05-06 13:07:03 UTC
162,6,1,2014-05-06 13:13:56 UTC,2014-05-06 13:13:56 UTC
163,1,1,2014-05-06 13:16:05 UTC,2014-05-06 13:16:05 UTC
164,6,1,2014-05-06 13:22:01 UTC,2014-05-06 13:22:01 UTC
165,1,1,2014-05-06 13:32:28 UTC,2014-05-06 13:32:28 UTC
166,3,1,2014-05-06 13:33:30 UTC,2014-05-06 13:33:30 UTC
167,7,1,2014-05-06 13:34:17 UTC,2014-05-06 13:34:17 UTC
168,5,1,2014-05-06 13:35:52 UTC,2014-05-06 13:35:52 UTC
169,1,1,2014-05-06 13:36:48 UTC,2014-05-06 13:36:48 UTC
170,1,1,2014-05-06 13:37:20 UTC,2014-05-06 13:37:20 UTC
171,2,1,2014-05-06 13:39:03 UTC,2014-05-06 13:39:03 UTC
172,6,1,2014-05-06 13:39:39 UTC,2014-05-06 13:39:39 UTC
173,1,1,2014-05-06 13:40:12 UTC,2014-05-06 13:40:12 UTC
174,5,1,2014-05-06 13:42:11 UTC,2014-05-06 13:42:11 UTC
175,1,1,2014-05-06 13:48:58 UTC,2014-05-06 13:48:58 UTC
176,2,1,2014-05-06 13:49:18 UTC,2014-05-06 13:49:18 UTC
177,2,1,2014-05-06 13:52:25 UTC,2014-05-06 13:52:25 UTC
178,6,1,2014-05-06 13:56:33 UTC,2014-05-06 13:56:33 UTC
179,6,1,2014-05-06 13:57:28 UTC,2014-05-06 13:57:28 UTC
180,7,1,2014-05-06 14:01:17 UTC,2014-05-06 14:01:17 UTC
181,6,1,2014-05-06 14:03:04 UTC,2014-05-06 14:03:04 UTC
182,3,1,2014-05-06 14:03:55 UTC,2014-05-06 14:03:55 UTC
183,1,1,2014-05-06 14:07:27 UTC,2014-05-06 14:07:27 UTC
184,1,1,2014-05-06 14:10:31 UTC,2014-05-06 14:10:31 UTC
185,4,1,2014-05-06 14:14:33 UTC,2014-05-06 14:14:33 UTC
186,1,1,2014-05-06 14:24:51 UTC,2014-05-06 14:24:51 UTC
187,2,1,2014-05-06 14:31:09 UTC,2014-05-06 14:31:09 UTC
188,7,1,2014-05-06 14:52:30 UTC,2014-05-06 14:52:30 UTC
189,7,1,2014-05-06 14:52:57 UTC,2014-05-06 14:52:57 UTC
190,6,1,2014-05-06 14:55:27 UTC,2014-05-06 14:55:27 UTC
191,3,1,2014-05-06 14:56:13 UTC,2014-05-06 14:56:13 UTC
192,3,1,2014-05-06 14:56:42 UTC,2014-05-06 14:56:42 UTC
193,3,1,2014-05-06 14:57:45 UTC,2014-05-06 14:57:45 UTC
194,1,1,2014-05-06 14:58:46 UTC,2014-05-06 14:58:46 UTC
195,5,1,2014-05-06 15:05:43 UTC,2014-05-06 15:05:43 UTC
196,7,1,2014-05-06 15:09:52 UTC,2014-05-06 15:09:52 UTC
197,7,1,2014-05-06 15:09:56 UTC,2014-05-06 15:09:56 UTC
198,3,1,2014-05-06 15:11:57 UTC,2014-05-06 15:11:57 UTC
199,5,1,2014-05-06 15:13:01 UTC,2014-05-06 15:13:49 UTC
200,5,1,2014-05-06 15:29:13 UTC,2014-05-06 15:29:13 UTC
201,5,1,2014-05-06 15:36:24 UTC,2014-05-06 15:36:24 UTC
202,3,1,2014-05-06 15:36:32 UTC,2014-05-06 15:36:32 UTC
203,6,1,2014-05-06 15:38:52 UTC,2014-05-06 15:38:52 UTC
204,5,1,2014-05-06 15:39:18 UTC,2014-05-06 15:39:18 UTC
205,1,1,2014-05-06 15:39:23 UTC,2014-05-06 15:39:23 UTC
206,5,1,2014-05-06 15:41:39 UTC,2014-05-06 15:41:39 UTC
207,4,1,2014-05-06 15:42:17 UTC,2014-05-06 15:42:17 UTC
208,3,1,2014-05-06 15:45:12 UTC,2014-05-06 15:45:12 UTC
209,5,1,2014-05-06 16:05:55 UTC,2014-05-06 16:05:55 UTC
210,1,1,2014-05-06 16:11:26 UTC,2014-05-06 16:11:26 UTC
211,5,1,2014-05-06 16:14:13 UTC,2014-05-06 16:14:13 UTC
212,1,1,2014-05-06 16:24:24 UTC,2014-05-06 16:24:24 UTC
213,5,1,2014-05-06 16:35:38 UTC,2014-05-06 16:35:38 UTC
214,6,1,2014-05-06 16:49:08 UTC,2014-05-06 16:49:08 UTC
215,5,1,2014-05-06 16:50:54 UTC,2014-05-06 16:50:54 UTC
216,3,1,2014-05-06 16:52:46 UTC,2014-05-06 16:52:46 UTC
217,4,1,2014-05-06 16:52:52 UTC,2014-05-06 16:52:52 UTC
218,6,1,2014-05-06 16:53:16 UTC,2014-05-06 16:53:16 UTC
219,1,1,2014-05-06 17:02:58 UTC,2014-05-06 17:02:58 UTC
220,3,1,2014-05-06 17:11:17 UTC,2014-05-06 17:11:17 UTC
222,1,1,2014-05-06 17:18:11 UTC,2014-05-06 17:18:11 UTC
223,1,1,2014-05-06 17:20:25 UTC,2014-05-06 17:20:25 UTC
224,5,1,2014-05-06 17:25:13 UTC,2014-05-06 17:25:13 UTC
221,7,1,2014-05-06 17:16:17 UTC,2014-05-06 17:26:56 UTC
225,1,1,2014-05-06 17:27:09 UTC,2014-05-06 17:27:09 UTC
226,1,1,2014-05-06 17:28:49 UTC,2014-05-06 17:28:49 UTC
227,1,1,2014-05-06 17:32:09 UTC,2014-05-06 17:32:09 UTC
228,1,1,2014-05-06 17:32:13 UTC,2014-05-06 17:32:13 UTC
229,7,1,2014-05-06 17:35:19 UTC,2014-05-06 17:35:19 UTC
230,5,1,2014-05-06 17:37:07 UTC,2014-05-06 17:37:07 UTC
231,6,1,2014-05-06 17:37:12 UTC,2014-05-06 17:37:12 UTC
232,2,1,2014-05-06 17:39:10 UTC,2014-05-06 17:39:10 UTC
233,1,1,2014-05-06 17:42:42 UTC,2014-05-06 17:42:42 UTC
234,6,1,2014-05-06 17:43:57 UTC,2014-05-06 17:43:57 UTC
235,2,1,2014-05-06 17:49:29 UTC,2014-05-06 17:49:29 UTC
236,2,1,2014-05-06 17:57:12 UTC,2014-05-06 17:57:12 UTC
237,1,1,2014-05-06 18:01:22 UTC,2014-05-06 18:01:22 UTC
238,1,1,2014-05-06 18:05:12 UTC,2014-05-06 18:05:12 UTC
239,2,1,2014-05-06 18:05:26 UTC,2014-05-06 18:05:26 UTC
240,2,1,2014-05-06 18:18:32 UTC,2014-05-06 18:18:32 UTC
241,4,1,2014-05-06 18:19:14 UTC,2014-05-06 18:19:14 UTC
242,2,1,2014-05-06 18:23:15 UTC,2014-05-06 18:23:15 UTC
243,4,1,2014-05-06 18:24:07 UTC,2014-05-06 18:24:07 UTC
244,5,1,2014-05-06 18:25:13 UTC,2014-05-06 18:25:13 UTC
245,6,1,2014-05-06 18:26:25 UTC,2014-05-06 18:26:25 UTC
246,3,1,2014-05-06 18:26:53 UTC,2014-05-06 18:26:53 UTC
247,5,1,2014-05-06 18:28:56 UTC,2014-05-06 18:28:56 UTC
248,2,1,2014-05-06 18:38:03 UTC,2014-05-06 18:38:03 UTC
249,3,1,2014-05-06 18:50:18 UTC,2014-05-06 18:50:18 UTC
250,7,1,2014-05-06 18:52:16 UTC,2014-05-06 18:52:16 UTC
251,6,1,2014-05-06 18:55:41 UTC,2014-05-06 18:55:41 UTC
252,7,1,2014-05-06 18:56:26 UTC,2014-05-06 18:56:26 UTC
253,1,1,2014-05-06 19:02:30 UTC,2014-05-06 19:02:30 UTC
254,1,1,2014-05-06 19:03:41 UTC,2014-05-06 19:03:41 UTC
255,7,1,2014-05-06 19:05:02 UTC,2014-05-06 19:05:02 UTC
256,1,1,2014-05-06 19:05:32 UTC,2014-05-06 19:05:32 UTC
257,6,1,2014-05-06 19:05:41 UTC,2014-05-06 19:05:41 UTC
258,7,1,2014-05-06 19:16:24 UTC,2014-05-06 19:16:24 UTC
259,2,1,2014-05-06 19:24:56 UTC,2014-05-06 19:24:56 UTC
260,3,1,2014-05-06 19:33:49 UTC,2014-05-06 19:33:49 UTC
261,1,1,2014-05-06 19:34:27 UTC,2014-05-06 19:34:27 UTC
262,1,1,2014-05-06 19:36:25 UTC,2014-05-06 19:36:25 UTC
263,1,1,2014-05-06 19:38:12 UTC,2014-05-06 19:38:12 UTC
264,6,1,2014-05-06 19:54:27 UTC,2014-05-06 19:54:27 UTC
265,3,1,2014-05-06 20:02:55 UTC,2014-05-06 20:02:55 UTC
266,2,1,2014-05-06 20:09:40 UTC,2014-05-06 20:09:40 UTC
267,2,1,2014-05-06 20:09:46 UTC,2014-05-06 20:09:46 UTC
268,4,1,2014-05-06 20:10:40 UTC,2014-05-06 20:10:40 UTC
269,2,1,2014-05-06 20:17:40 UTC,2014-05-06 20:17:40 UTC
270,4,1,2014-05-06 20:21:31 UTC,2014-05-06 20:21:31 UTC
271,2,1,2014-05-06 20:25:50 UTC,2014-05-06 20:25:50 UTC
272,7,1,2014-05-06 20:34:56 UTC,2014-05-06 20:34:56 UTC
273,5,1,2014-05-06 20:37:37 UTC,2014-05-06 20:37:37 UTC
274,2,1,2014-05-06 20:42:11 UTC,2014-05-06 20:42:11 UTC
275,4,1,2014-05-06 20:42:25 UTC,2014-05-06 20:42:25 UTC
276,7,1,2014-05-06 20:45:02 UTC,2014-05-06 20:45:02 UTC
277,1,1,2014-05-06 20:45:56 UTC,2014-05-06 20:45:56 UTC
278,7,1,2014-05-06 20:47:35 UTC,2014-05-06 20:47:35 UTC
279,6,1,2014-05-06 20:49:42 UTC,2014-05-06 20:49:42 UTC
280,7,1,2014-05-06 20:49:47 UTC,2014-05-06 20:49:47 UTC
281,5,1,2014-05-06 20:51:38 UTC,2014-05-06 20:51:38 UTC
282,5,1,2014-05-06 20:54:44 UTC,2014-05-06 20:54:44 UTC
283,2,1,2014-05-06 20:56:43 UTC,2014-05-06 20:56:43 UTC
284,6,1,2014-05-06 21:09:07 UTC,2014-05-06 21:09:07 UTC
285,4,1,2014-05-06 21:09:32 UTC,2014-05-06 21:09:32 UTC
286,6,1,2014-05-06 21:11:24 UTC,2014-05-06 21:11:24 UTC
287,5,1,2014-05-06 21:15:43 UTC,2014-05-06 21:15:43 UTC
288,5,1,2014-05-06 21:15:52 UTC,2014-05-06 21:15:52 UTC
289,5,1,2014-05-06 21:43:56 UTC,2014-05-06 21:43:56 UTC
290,5,1,2014-05-06 21:46:14 UTC,2014-05-06 21:46:14 UTC
291,5,1,2014-05-06 21:49:51 UTC,2014-05-06 21:49:51 UTC
292,5,1,2014-05-06 21:58:16 UTC,2014-05-06 21:58:16 UTC
293,5,1,2014-05-06 21:58:44 UTC,2014-05-06 21:58:44 UTC
294,1,1,2014-05-06 22:02:38 UTC,2014-05-06 22:02:38 UTC
295,1,1,2014-05-06 22:04:20 UTC,2014-05-06 22:04:20 UTC
296,5,1,2014-05-06 22:05:42 UTC,2014-05-06 22:05:42 UTC
297,3,1,2014-05-06 22:09:06 UTC,2014-05-06 22:10:24 UTC
298,6,1,2014-05-06 22:11:05 UTC,2014-05-06 22:11:05 UTC
299,6,1,2014-05-06 22:11:10 UTC,2014-05-06 22:11:10 UTC
300,1,1,2014-05-06 22:12:40 UTC,2014-05-06 22:12:40 UTC
301,1,1,2014-05-06 22:13:19 UTC,2014-05-06 22:13:19 UTC
302,5,1,2014-05-06 22:18:19 UTC,2014-05-06 22:18:19 UTC
303,5,1,2014-05-06 22:19:18 UTC,2014-05-06 22:19:18 UTC
304,1,1,2014-05-06 22:20:12 UTC,2014-05-06 22:20:12 UTC
305,6,1,2014-05-06 22:23:53 UTC,2014-05-06 22:23:53 UTC
306,5,1,2014-05-06 22:24:08 UTC,2014-05-06 22:24:08 UTC
338,4,1,2014-05-06 22:31:47 UTC,2014-05-06 22:31:47 UTC
339,4,1,2014-05-06 22:31:48 UTC,2014-05-06 22:31:48 UTC
340,4,1,2014-05-06 22:31:49 UTC,2014-05-06 22:31:49 UTC
341,5,1,2014-05-06 22:31:50 UTC,2014-05-06 22:31:50 UTC
342,5,1,2014-05-06 22:31:51 UTC,2014-05-06 22:31:51 UTC
343,2,1,2014-05-06 22:31:57 UTC,2014-05-06 22:31:57 UTC
344,5,1,2014-05-06 22:32:38 UTC,2014-05-06 22:32:38 UTC
345,6,1,2014-05-06 22:35:17 UTC,2014-05-06 22:35:17 UTC
346,4,1,2014-05-06 22:36:21 UTC,2014-05-06 22:36:21 UTC
347,1,1,2014-05-06 22:41:37 UTC,2014-05-06 22:41:37 UTC
348,4,1,2014-05-06 22:47:29 UTC,2014-05-06 22:47:29 UTC
349,4,1,2014-05-06 22:48:49 UTC,2014-05-06 22:48:49 UTC
350,5,1,2014-05-06 22:51:08 UTC,2014-05-06 22:51:08 UTC
351,1,1,2014-05-06 23:00:12 UTC,2014-05-06 23:00:12 UTC
352,7,1,2014-05-06 23:03:42 UTC,2014-05-06 23:03:42 UTC
353,2,1,2014-05-06 23:07:23 UTC,2014-05-06 23:07:23 UTC
354,3,1,2014-05-06 23:08:59 UTC,2014-05-06 23:08:59 UTC
355,4,1,2014-05-06 23:15:56 UTC,2014-05-06 23:15:56 UTC
356,4,1,2014-05-06 23:20:00 UTC,2014-05-06 23:20:00 UTC
357,1,1,2014-05-06 23:27:40 UTC,2014-05-06 23:27:40 UTC
358,1,1,2014-05-06 23:36:53 UTC,2014-05-06 23:36:53 UTC
359,1,1,2014-05-06 23:37:28 UTC,2014-05-06 23:37:28 UTC
360,6,1,2014-05-06 23:37:56 UTC,2014-05-06 23:37:56 UTC
361,6,1,2014-05-06 23:38:33 UTC,2014-05-06 23:38:33 UTC
362,5,1,2014-05-06 23:38:58 UTC,2014-05-06 23:38:58 UTC
363,5,1,2014-05-06 23:57:25 UTC,2014-05-06 23:57:25 UTC
364,1,1,2014-05-07 01:07:11 UTC,2014-05-07 01:07:11 UTC
365,7,1,2014-05-07 02:03:48 UTC,2014-05-07 02:03:48 UTC
366,7,1,2014-05-07 03:25:12 UTC,2014-05-07 03:25:12 UTC
367,3,1,2014-05-07 05:41:48 UTC,2014-05-07 05:41:48 UTC
368,7,1,2014-05-07 07:00:00 UTC,2014-05-07 07:00:00 UTC
369,2,1,2014-05-07 07:28:16 UTC,2014-05-07 07:28:16 UTC
370,2,1,2014-05-07 07:28:16 UTC,2014-05-07 07:28:16 UTC
371,7,1,2014-05-07 08:01:08 UTC,2014-05-07 08:01:08 UTC
372,7,1,2014-05-07 08:14:55 UTC,2014-05-07 08:14:55 UTC
373,7,1,2014-05-07 08:29:27 UTC,2014-05-07 08:29:27 UTC
374,5,1,2014-05-07 08:32:17 UTC,2014-05-07 08:32:17 UTC
375,2,1,2014-05-07 08:33:21 UTC,2014-05-07 08:33:21 UTC
376,1,1,2014-05-07 08:33:24 UTC,2014-05-07 08:33:24 UTC
377,7,1,2014-05-07 08:34:28 UTC,2014-05-07 08:34:28 UTC
378,5,1,2014-05-07 08:35:53 UTC,2014-05-07 08:35:53 UTC
379,6,1,2014-05-07 08:36:39 UTC,2014-05-07 08:36:39 UTC
380,5,1,2014-05-07 08:37:27 UTC,2014-05-07 08:37:27 UTC
381,7,1,2014-05-07 08:37:30 UTC,2014-05-07 08:37:30 UTC
382,1,1,2014-05-07 08:38:20 UTC,2014-05-07 08:38:20 UTC
383,3,1,2014-05-07 08:43:21 UTC,2014-05-07 08:43:21 UTC
384,5,1,2014-05-07 08:44:31 UTC,2014-05-07 08:44:31 UTC
385,6,1,2014-05-07 08:52:03 UTC,2014-05-07 08:52:03 UTC
386,5,1,2014-05-07 09:02:15 UTC,2014-05-07 09:02:15 UTC
387,5,1,2014-05-07 09:27:31 UTC,2014-05-07 09:27:31 UTC
388,7,1,2014-05-07 09:30:41 UTC,2014-05-07 09:30:41 UTC
389,1,1,2014-05-07 09:47:01 UTC,2014-05-07 09:47:01 UTC
390,3,1,2014-05-07 10:00:59 UTC,2014-05-07 10:00:59 UTC
391,7,1,2014-05-07 10:05:21 UTC,2014-05-07 10:05:21 UTC
393,6,1,2014-05-07 10:18:55 UTC,2014-05-07 10:18:55 UTC
392,3,1,2014-05-07 10:08:30 UTC,2014-05-07 10:19:17 UTC
394,5,1,2014-05-07 10:24:45 UTC,2014-05-07 10:24:45 UTC
395,5,1,2014-05-07 10:47:51 UTC,2014-05-07 10:47:51 UTC
396,1,1,2014-05-07 10:49:49 UTC,2014-05-07 10:49:49 UTC
397,7,1,2014-05-07 10:55:34 UTC,2014-05-07 10:55:34 UTC
398,5,1,2014-05-07 10:57:10 UTC,2014-05-07 10:57:10 UTC
399,6,1,2014-05-07 10:58:34 UTC,2014-05-07 10:59:35 UTC
400,5,1,2014-05-07 11:14:16 UTC,2014-05-07 11:14:16 UTC
401,7,1,2014-05-07 11:35:28 UTC,2014-05-07 11:46:10 UTC
403,7,1,2014-05-07 11:48:07 UTC,2014-05-07 11:48:07 UTC
404,6,1,2014-05-07 12:20:38 UTC,2014-05-07 12:20:38 UTC
405,5,1,2014-05-07 12:22:16 UTC,2014-05-07 12:22:16 UTC
406,6,1,2014-05-07 12:23:07 UTC,2014-05-07 12:23:07 UTC
407,5,1,2014-05-07 12:25:40 UTC,2014-05-07 12:25:40 UTC
408,5,1,2014-05-07 12:29:42 UTC,2014-05-07 12:29:42 UTC
409,6,1,2014-05-07 12:30:01 UTC,2014-05-07 12:30:01 UTC
410,1,1,2014-05-07 12:30:33 UTC,2014-05-07 12:30:33 UTC
411,1,1,2014-05-07 12:34:59 UTC,2014-05-07 12:34:59 UTC
412,1,1,2014-05-07 12:37:43 UTC,2014-05-07 12:37:43 UTC
413,6,1,2014-05-07 12:42:10 UTC,2014-05-07 12:42:10 UTC
414,6,1,2014-05-07 12:49:14 UTC,2014-05-07 12:49:14 UTC
415,5,1,2014-05-07 12:58:42 UTC,2014-05-07 12:58:42 UTC
416,5,1,2014-05-07 12:59:14 UTC,2014-05-07 12:59:14 UTC
417,6,1,2014-05-07 13:02:30 UTC,2014-05-07 13:02:30 UTC
418,5,1,2014-05-07 13:08:32 UTC,2014-05-07 13:08:32 UTC
419,5,1,2014-05-07 13:09:59 UTC,2014-05-07 13:09:59 UTC
420,6,1,2014-05-07 13:14:20 UTC,2014-05-07 13:14:20 UTC
421,5,1,2014-05-07 13:17:31 UTC,2014-05-07 13:17:31 UTC
422,2,1,2014-05-07 13:24:47 UTC,2014-05-07 13:24:47 UTC
423,1,1,2014-05-07 13:27:31 UTC,2014-05-07 13:27:31 UTC
424,1,1,2014-05-07 13:28:40 UTC,2014-05-07 13:28:40 UTC
425,4,1,2014-05-07 13:29:15 UTC,2014-05-07 13:29:15 UTC
426,6,1,2014-05-07 13:30:03 UTC,2014-05-07 13:30:03 UTC
427,6,1,2014-05-07 13:39:23 UTC,2014-05-07 13:39:23 UTC
428,2,1,2014-05-07 13:41:09 UTC,2014-05-07 13:41:09 UTC
402,3,1,2014-05-07 11:47:46 UTC,2014-05-07 13:46:47 UTC
429,6,1,2014-05-07 13:46:50 UTC,2014-05-07 13:46:50 UTC
431,1,1,2014-05-07 13:47:26 UTC,2014-05-07 13:47:26 UTC
432,2,1,2014-05-07 13:47:42 UTC,2014-05-07 13:47:42 UTC
433,1,1,2014-05-07 13:48:16 UTC,2014-05-07 13:48:16 UTC
430,5,1,2014-05-07 13:47:04 UTC,2014-05-07 13:55:34 UTC
434,7,1,2014-05-07 13:56:08 UTC,2014-05-07 13:56:08 UTC
435,5,1,2014-05-07 14:07:42 UTC,2014-05-07 14:07:42 UTC
436,6,1,2014-05-07 14:12:26 UTC,2014-05-07 14:12:26 UTC
437,6,1,2014-05-07 14:22:31 UTC,2014-05-07 14:22:31 UTC
438,1,1,2014-05-07 14:29:27 UTC,2014-05-07 14:29:27 UTC
439,7,1,2014-05-07 14:44:19 UTC,2014-05-07 14:44:19 UTC
440,5,1,2014-05-07 14:48:00 UTC,2014-05-07 14:48:00 UTC
441,2,1,2014-05-07 14:49:51 UTC,2014-05-07 14:49:51 UTC
442,2,1,2014-05-07 14:57:25 UTC,2014-05-07 14:57:25 UTC
546,1,1,2014-05-09 07:44:56 UTC,2014-05-09 07:44:56 UTC
547,3,1,2014-05-09 07:50:56 UTC,2014-05-09 07:50:56 UTC
548,1,1,2014-05-09 08:47:53 UTC,2014-05-09 08:47:53 UTC
549,5,1,2014-05-09 09:18:01 UTC,2014-05-09 09:18:01 UTC
550,7,1,2014-05-09 09:27:28 UTC,2014-05-09 09:27:28 UTC
443,7,1,2014-05-07 15:02:02 UTC,2014-05-07 15:04:56 UTC
444,1,1,2014-05-07 15:07:25 UTC,2014-05-07 15:07:25 UTC
445,7,1,2014-05-07 15:30:28 UTC,2014-05-07 15:30:28 UTC
446,7,1,2014-05-07 15:36:09 UTC,2014-05-07 15:36:09 UTC
447,4,1,2014-05-07 15:43:02 UTC,2014-05-07 15:43:02 UTC
448,7,1,2014-05-07 16:14:46 UTC,2014-05-07 16:14:46 UTC
449,5,1,2014-05-07 16:21:37 UTC,2014-05-07 16:21:37 UTC
551,1,1,2014-05-09 10:03:11 UTC,2014-05-09 10:03:11 UTC
552,1,1,2014-05-09 10:17:38 UTC,2014-05-09 10:17:38 UTC
451,2,1,2014-05-07 16:27:07 UTC,2014-05-07 16:27:07 UTC
450,5,1,2014-05-07 16:24:44 UTC,2014-05-07 16:29:00 UTC
452,1,1,2014-05-07 16:32:50 UTC,2014-05-07 16:32:50 UTC
453,1,1,2014-05-07 16:54:56 UTC,2014-05-07 16:54:56 UTC
454,1,1,2014-05-07 17:07:05 UTC,2014-05-07 17:07:05 UTC
455,6,1,2014-05-07 17:17:41 UTC,2014-05-07 17:17:41 UTC
456,7,1,2014-05-07 17:44:47 UTC,2014-05-07 17:44:47 UTC
457,7,1,2014-05-07 18:44:07 UTC,2014-05-07 18:44:07 UTC
458,6,1,2014-05-07 19:00:52 UTC,2014-05-07 19:00:52 UTC
459,7,1,2014-05-07 19:11:39 UTC,2014-05-07 19:11:39 UTC
460,7,1,2014-05-07 19:12:35 UTC,2014-05-07 19:12:35 UTC
553,2,1,2014-05-09 10:46:07 UTC,2014-05-09 10:46:07 UTC
462,1,1,2014-05-07 19:36:18 UTC,2014-05-07 19:36:18 UTC
463,1,1,2014-05-07 19:36:25 UTC,2014-05-07 19:36:25 UTC
464,1,1,2014-05-07 19:36:26 UTC,2014-05-07 19:36:26 UTC
